TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2003,02,21,06,00,2XX E 62ND AVE,Sunset,492583.05,5451285.38
Theft from Vehicle,2003,10,25,22,00,2XX E 61ST AVE,Sunset,492643.49,5451364.57
Break and Enter Residential/Other,2003,12,02,08,30,5XX E 46TH AVE,Sunset,493262.54,5452835.79
Other Theft,2003,03,11,20,50,11XX ROBSON ST,West End,490825.96,5459202.41
Theft from Vehicle,2003,05,20,23,00,15XX W 2ND AVE,Fairview,489883.14,5457448.66
Theft of Vehicle,2003,11,27,10,59,12XX VENABLES ST,Strathcona,494233.85,5458226.8
Other Theft,2003,03,05,23,45,12XX GRANVILLE ST,Central Business District,490720.1,5458163.8
Other Theft,2003,02,25,19,00,12XX GRANVILLE ST,Central Business District,490720.1,5458163.8
Mischief,2003,07,06,15,00,12XX PACIFIC ST,West End,489988.51,5458640.1
Other Theft,2003,02,17,18,19,12XX GRANVILLE ST,Central Business District,490720.1,5458163.8
Break and Enter Commercial,2003,04,18,19,15,8X W PENDER ST,Central Business District,492208.56,5458693.0
Mischief,2003,08,10,22,00,X NK_LOC ST,,492757.49,5458792.47
Theft from Vehicle,2003,01,12,23,30,2XX DAVIE ST,Central Business District,491147.41,5457945.36
Break and Enter Residential/Other,2003,10,16,12,00,5XX E 48TH AVE,Sunset,493212.93,5452650.92
Theft from Vehicle,2003,05,02,22,00,22XX E 39TH AVE,Kensington-Cedar Cottage,495490.22,5453566.45
Mischief,2003,08,09,12,00,X NK_LOC ST,,492757.49,5458792.47
Theft from Vehicle,2003,05,26,17,30,12XX BARCLAY ST,West End,490545.53,5459177.05
Other Theft,2003,02,04,00,57,12XX GRANVILLE ST,Central Business District,490720.1,5458163.8
Other Theft,2003,01,11,00,01,12XX GRANVILLE ST,Central Business District,490720.1,5458163.8
Break and Enter Commercial,2003,11,26,19,30,10XX ROBSON ST,West End,491020.06,5458996.72
Break and Enter Residential/Other,2003,11,29,23,00,5XX E 48TH AVE,Sunset,493242.32,5452650.21
Theft from Vehicle,2003,04,23,03,54,4XX W PENDER ST,Central Business District,491840.84,5458909.91
Break and Enter Residential/Other,2003,11,03,12,00,5XX E 48TH AVE,Sunset,493249.1,5452650.05
Break and Enter Commercial,2003,01,24,03,20,10XX ROBSON ST,West End,491031.94,5458997.83
Break and Enter Commercial,2003,05,05,05,43,10XX ROBSON ST,West End,491031.94,5458997.83
Theft from Vehicle,2003,10,23,23,00,25XX COURTENAY ST,West Point Grey,485425.54,5456804.4
Theft from Vehicle,2003,05,30,22,00,15XX W 2ND AVE,Fairview,489883.14,5457448.66
Theft of Vehicle,2003,09,03,00,30,12XX TEMPLETON DR,Grandview-Woodland,495648.64,5457897.5
Break and Enter Commercial,2003,07,20,05,00,10XX ROBSON ST,West End,491031.94,5458997.83
Break and Enter Commercial,2003,08,13,06,00,10XX ROBSON ST,West End,491031.94,5458997.83
Break and Enter Commercial,2003,11,12,03,27,10XX ROBSON ST,West End,491031.94,5458997.83
Break and Enter Commercial,2003,11,18,02,16,10XX ROBSON ST,West End,491031.94,5458997.83
Break and Enter Commercial,2003,01,27,04,10,3XX WATER ST,Central Business District,492026.31,5459089.85
Break and Enter Commercial,2003,02,04,05,55,3XX WATER ST,Central Business District,492026.31,5459089.85
Mischief,2003,03,14,00,00,10XX HAMILTON ST,Central Business District,491229.78,5458167.04
Theft of Vehicle,2003,06,19,22,40,12XX SHOREPINE WALK,Fairview,490280.38,5457250.97
Other Theft,2003,10,17,23,29,12XX GRANVILLE ST,Central Business District,490715.66,5458172.34
Theft from Vehicle,2003,05,26,21,00,25XX CYPRESS ST,Kitsilano,489226.28,5456780.56
Mischief,2003,01,19,03,00,9XX HOMER ST,Central Business District,491333.7,5458370.84
Theft of Vehicle,2003,09,08,14,00,12XX SEYMOUR ST,Central Business District,490891.59,5458192.42
Theft from Vehicle,2003,04,11,16,00,4XX W PENDER ST,Central Business District,491839.96,5458924.19
Break and Enter Residential/Other,2003,01,01,17,02,5XX E 49TH AVE,Sunset,493244.66,5452523.21
Theft of Vehicle,2003,07,01,16,00,12XX SEYMOUR ST,Central Business District,490891.59,5458192.42
Theft of Vehicle,2003,04,19,06,00,12XX SEYMOUR ST,Central Business District,490891.59,5458192.42
Theft of Vehicle,2003,03,07,22,30,12XX SEYMOUR ST,Central Business District,490891.59,5458192.42
Break and Enter Commercial,2003,01,14,02,45,3XX WATER ST,Central Business District,492032.15,5459078.63
Break and Enter Commercial,2003,10,04,23,42,3XX WATER ST,Central Business District,492032.15,5459078.63
Theft from Vehicle,2003,06,22,06,50,15XX W 2ND AVE,Fairview,489883.14,5457448.66
Theft from Vehicle,2003,01,25,18,30,10XX BURRARD ST,Central Business District,490832.79,5458716.14
Theft from Vehicle,2003,01,24,10,00,10XX BURRARD ST,Central Business District,490832.79,5458716.14
Break and Enter Residential/Other,2003,05,29,09,00,5XX E 51ST AVE,Sunset,493186.59,5452313.3
Break and Enter Commercial,2003,10,01,06,00,10XX ROBSON ST,West End,491039.14,5458977.86
Offence Against a Person,2003,04,11,,,OFFSET TO PROTECT PRIVACY,,0,0
Mischief,2003,01,31,21,30,22XX GARDEN DR,Grandview-Woodland,495777.03,5456910.91
Theft of Vehicle,2003,06,19,23,30,12XX SEYMOUR ST,Central Business District,490851.33,5458151.77
Mischief,2003,07,16,23,40,67XX LANCASTER ST,Killarney,496886.24,5452242.18
Theft from Vehicle,2003,05,11,15,50,7XX ALEXANDER ST,Strathcona,493507.88,5459016.12
Theft of Vehicle,2003,03,09,20,30,12XX SEYMOUR ST,Central Business District,490851.33,5458151.77
Offence Against a Person,2003,01,22,,,OFFSET TO PROTECT PRIVACY,,0,0
Mischief,2003,06,28,20,00,6X W BROADWAY AVE,Mount Pleasant,492283.64,5456697.67
Theft from Vehicle,2003,08,05,21,30,22XX E 3RD AVE,Grandview-Woodland,495642.42,5457214.09
Theft of Vehicle,2003,02,02,04,30,12XX SEYMOUR ST,Central Business District,490851.33,5458151.77
Theft of Vehicle,2003,02,02,00,00,12XX SEYMOUR ST,Central Business District,490851.33,5458151.77
Theft of Vehicle,2003,01,29,18,00,12XX SEYMOUR ST,Central Business District,490851.33,5458151.77
Theft from Vehicle,2003,08,03,13,00,15XX W 2ND AVE,Fairview,489883.14,5457448.66
Theft from Vehicle,2003,10,30,18,30,3XX E 61ST AVE,Sunset,492723.6,5451353.27
Break and Enter Residential/Other,2003,06,29,18,15,11XX BARCLAY ST,West End,490685.19,5459025.64
Break and Enter Residential/Other,2003,06,02,09,30,13XX E 61ST AVE,Sunset,494181.14,5451317.5
Theft from Vehicle,2003,12,26,15,00,ALEXANDER ST / PRINCESS AVE,Strathcona,493355.52,5459025.34
Theft from Vehicle,2003,10,27,15,30,ALEXANDER ST / PRINCESS AVE,Strathcona,493355.52,5459025.34
Break and Enter Residential/Other,2003,08,22,23,30,5XX E 54TH AVE,Sunset,493167.58,5452022.11
Mischief,2003,03,24,09,45,1XX W HASTINGS ST,Central Business District,492193.6,5458809.22
Other Theft,2003,11,29,07,50,12XX E 12TH AVE,Mount Pleasant,494336.67,5456326.0
Theft from Vehicle,2003,09,14,14,00,12XX BARCLAY ST,West End,490582.19,5459128.65
Mischief,2003,08,06,00,10,17XX HARO ST,West End,490117.6,5459752.25
Mischief,2003,03,26,19,00,17XX E PENDER ST,Grandview-Woodland,494973.12,5458619.76
Theft from Vehicle,2003,09,17,21,00,12XX BARCLAY ST,West End,490582.19,5459128.65
Theft from Vehicle,2003,03,09,01,00,7XX SALSBURY DR,Grandview-Woodland,495033.26,5458408.86
Theft from Vehicle,2003,10,11,12,00,10XX W 38TH AVE,Shaughnessy,490563.7,5453790.33
Theft of Vehicle,2003,09,20,00,15,12XX ROSSLAND ST,Hastings-Sunrise,496690.74,5457934.02
Mischief,2003,03,29,14,20,12XX ROBSON ST,West End,490739.48,5459288.8
Break and Enter Residential/Other,2003,12,24,00,15,5XX E 56TH AVE,Sunset,493151.56,5451830.23
Break and Enter Residential/Other,2003,12,23,18,00,5XX E 56TH AVE,Sunset,493161.96,5451829.9
Theft from Vehicle,2003,12,27,18,15,2XX UNION ST,Strathcona,492756.64,5458325.29
Theft from Vehicle,2003,12,15,22,50,2XX UNION ST,Strathcona,492756.64,5458325.29
Mischief,2003,11,11,20,00,17XX E PENDER ST,Grandview-Woodland,494973.12,5458619.76
Theft of Vehicle,2003,12,18,22,30,12XX ROBSON ST,West End,490758.28,5459257.09
Mischief,2003,07,25,01,00,10XX HAMILTON ST,Central Business District,491289.93,5458241.31
Mischief,2003,04,22,17,00,5XX CASSIAR ST,Hastings-Sunrise,497760.62,5458538.07
Theft of Vehicle,2003,10,22,14,30,12XX ROBSON ST,West End,490758.28,5459257.09
Break and Enter Residential/Other,2003,10,05,16,30,5XX E 57TH AVE,Sunset,493169.87,5451725.77
Mischief,2003,08,28,03,27,10XX HAMILTON ST,Central Business District,491296.18,5458247.67
Theft of Vehicle,2003,03,25,22,45,12XX ROBSON ST,West End,490684.6,5459330.7
Theft of Vehicle,2003,03,25,14,00,12XX ROBSON ST,West End,490684.6,5459330.7
Theft from Vehicle,2003,09,17,23,30,12XX BARCLAY ST,West End,490582.19,5459128.65
Mischief,2003,06,13,19,00,1XX W HASTINGS ST,Central Business District,492193.6,5458809.22
Theft of Vehicle,2003,12,10,23,00,12XX RICHARDS ST,Central Business District,490959.37,5458124.32
Theft of Vehicle,2003,08,08,21,00,12XX RICHARDS ST,Central Business District,490959.37,5458124.32
Theft of Vehicle,2003,08,06,17,30,12XX RICHARDS ST,Central Business District,490959.37,5458124.32
Theft of Vehicle,2003,06,30,21,00,12XX RICHARDS ST,Central Business District,490959.37,5458124.32
Mischief,2003,09,20,04,30,10XX HAMILTON ST,Central Business District,491300.62,5458239.14
Theft of Vehicle,2003,03,22,18,15,12XX RICHARDS ST,Central Business District,490959.37,5458124.32
Other Theft,2003,09,05,13,55,12XX COMMERCIAL DR,Grandview-Woodland,494944.66,5457903.89
Theft from Vehicle,2003,06,01,18,00,12XX BARCLAY ST,West End,490584.47,5459139.19
Theft from Vehicle,2003,11,25,17,00,12XX BARCLAY ST,West End,490602.69,5459108.73
Theft from Vehicle,2003,07,06,12,00,2XX E 5TH AVE,Mount Pleasant,492793.53,5457067.7
Break and Enter Commercial,2003,09,23,18,00,10XX SEYMOUR ST,Central Business District,491058.66,5458372.88
Mischief,2003,07,16,19,30,74XX GATINEAU PL,Victoria-Fraserview,496208.06,5451559.7
Mischief,2003,01,27,18,30,13XX W 70TH AVE,Marpole,490020.99,5450656.65
Break and Enter Commercial,2003,09,23,20,51,10XX SEYMOUR ST,Central Business District,491082.25,5458396.87
Break and Enter Residential/Other,2003,02,21,12,00,5XX E 59TH AVE,Sunset,493120.18,5451542.06
Theft from Vehicle,2003,01,11,19,30,22XX E 40TH AVE,Kensington-Cedar Cottage,495489.83,5453456.07
Theft of Vehicle,2003,10,22,22,00,12XX RICHARDS ST,Central Business District,490919.39,5458083.13
Mischief,2003,01,20,21,00,5XX CASSIAR ST,Hastings-Sunrise,497761.54,5458600.8
Theft from Vehicle,2003,06,12,13,50,43XX ROSS ST,Kensington-Cedar Cottage,494083.81,5454857.14
Theft from Vehicle,2003,04,19,20,30,22XX E 40TH AVE,Kensington-Cedar Cottage,495489.83,5453456.07
Mischief,2003,01,05,04,40,17XX FIR ST,Fairview,489745.82,5457522.28
Mischief,2003,11,16,19,00,11XX PENDRELL ST,West End,490500.93,5458740.06
Other Theft,2003,12,12,17,00,11XX W HASTINGS ST,Central Business District,491263.59,5459491.13
Break and Enter Residential/Other,2003,08,11,00,01,5XX E 5TH AVE,Mount Pleasant,493277.06,5457052.96
Other Theft,2003,07,13,18,34,12XX DAVIE ST,West End,490200.93,5458897.57
Theft from Vehicle,2003,05,13,19,00,25XX DUNBAR ST,Kitsilano,486633.24,5456852.66
Other Theft,2003,05,11,16,29,12XX DAVIE ST,West End,490200.93,5458897.57
Break and Enter Residential/Other,2003,08,11,00,01,5XX E 5TH AVE,Mount Pleasant,493315.61,5457052.95
Break and Enter Residential/Other,2003,10,27,00,30,5XX E 5TH AVE,Mount Pleasant,493315.61,5457052.95
Theft from Vehicle,2003,11,10,13,45,ALEXANDER ST / MAIN ST,Strathcona,492764.44,5459043.9
Theft from Vehicle,2003,07,08,14,00,ALEXANDER ST / MAIN ST,Strathcona,492764.44,5459043.9
Break and Enter Residential/Other,2003,04,10,11,30,11XX BARCLAY ST,West End,490708.97,5459014.62
Break and Enter Residential/Other,2003,08,11,00,01,5XX E 5TH AVE,Mount Pleasant,493341.31,5457052.95
Break and Enter Residential/Other,2003,10,03,17,00,5XX E 5TH AVE,Mount Pleasant,493341.31,5457052.95
Theft from Vehicle,2003,08,23,00,00,12XX BEACH AVE,West End,489999.25,5458561.84
Mischief,2003,07,20,19,30,21XX RENFREW ST,Hastings-Sunrise,496780.81,5456957.58
Theft of Vehicle,2003,12,20,04,20,12XX RENFREW ST,Hastings-Sunrise,496794.25,5457917.7
Other Theft,2003,04,06,01,45,12XX DAVIE ST,West End,490200.93,5458897.57
Theft of Vehicle,2003,01,06,20,30,12XX RAYMUR AVE,Strathcona,493988.0,5457941.08
Other Theft,2003,12,01,09,30,11XX W BROADWAY AVE,Fairview,490561.28,5456747.16
Mischief,2003,09,10,02,50,67XX ADERA ST,Kerrisdale,489548.22,5452431.62
Theft from Vehicle,2003,12,06,15,30,2XX UNION ST,Strathcona,492756.64,5458325.29
Theft of Vehicle,2003,11,06,22,00,12XX PENDRELL ST,West End,490367.22,5458873.68
Break and Enter Residential/Other,2003,07,23,08,00,5XX E 5TH AVE,Mount Pleasant,493359.31,5457043.8
Theft from Vehicle,2003,11,03,14,05,2XX UNION ST,Strathcona,492756.64,5458325.29
Theft of Vehicle,2003,09,04,12,00,12XX PENDRELL ST,West End,490367.22,5458873.68
Theft of Vehicle,2003,08,20,22,30,12XX PENDRELL ST,West End,490367.22,5458873.68
Theft from Vehicle,2003,02,28,13,00,10XX CYPRESS ST,Kitsilano,489265.05,5458217.97
Mischief,2003,02,14,08,00,17XX FRANCES ST,Grandview-Woodland,494937.34,5458510.31
Theft of Vehicle,2003,08,22,19,00,12XX PENDRELL ST,West End,490316.33,5458934.26
Theft from Vehicle,2003,05,07,14,00,43XX QUEBEC ST,Riley Park,492489.18,5454947.65
Mischief,2003,12,30,15,00,22XX GRANT ST,Grandview-Woodland,495647.89,5457603.01
Theft from Vehicle,2003,07,27,19,00,43XX PUGET DR,Arbutus Ridge,487833.54,5454939.16
Offence Against a Person,2003,11,07,,,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2003,01,14,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2003,03,04,02,15,12XX BEACH AVE,West End,490017.9,5458516.64
Theft from Vehicle,2003,12,20,12,00,4XX W PENDER ST,Central Business District,491838.71,5458925.52
Theft from Vehicle,2003,04,01,21,30,12XX BEACH AVE,West End,490017.9,5458516.64
Theft of Vehicle,2003,07,05,10,50,12XX PACIFIC ST,West End,489988.51,5458640.1
Theft from Vehicle,2003,07,29,12,00,12XX BEACH AVE,West End,490017.9,5458516.64
Theft from Vehicle,2003,09,03,23,00,25XX DUNDAS ST,Hastings-Sunrise,496046.92,5459110.27
Theft from Vehicle,2003,08,05,18,00,12XX BIDWELL ST,West End,489721.55,5459197.77
Theft of Vehicle,2003,06,25,10,30,12XX PACIFIC ST,West End,489988.51,5458640.1
Break and Enter Commercial,2003,10,27,00,15,10XX VERNON DR,Strathcona,494274.84,5458072.5
Theft from Vehicle,2003,06,20,20,00,4XX W PENDER ST,Central Business District,491838.71,5458925.52
Theft of Vehicle,2003,05,22,07,00,12XX PACIFIC ST,West End,489988.51,5458640.1
Theft of Vehicle,2003,04,24,19,30,12XX PACIFIC ST,West End,489988.51,5458640.1
Other Theft,2003,09,18,11,15,11XX W BROADWAY AVE,Fairview,490561.28,5456747.16
Theft from Vehicle,2003,03,08,18,30,3XX E 60TH AVE,Sunset,492725.81,5451445.07
Theft of Vehicle,2003,01,20,19,30,12XX PACIFIC ST,West End,489988.51,5458640.1
Mischief,2003,11,23,03,30,10XX HOMER ST,Central Business District,491196.87,5458219.05
Offence Against a Person,2003,11,11,,,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2003,03,19,,,OFFSET TO PROTECT PRIVACY,,0,0
Mischief,2003,01,01,18,00,5XX CLARK DR,Grandview-Woodland,494391.21,5458575.03
Theft of Vehicle,2003,12,21,19,00,12XX PACIFIC BLVD,Central Business District,491170.74,5457914.52
Other Theft,2003,05,01,10,50,11XX ROBSON ST,West End,490825.13,5459190.32
Theft from Vehicle,2003,01,31,14,30,4XX W KING EDWARD AVE,Riley Park,491823.69,5455122.77
Theft from Vehicle,2003,03,14,18,00,12XX BIDWELL ST,West End,489727.72,5459217.15
Theft from Vehicle,2003,07,07,21,30,12XX BIDWELL ST,West End,489727.72,5459217.15
Break and Enter Residential/Other,2003,04,27,08,00,5XX E 6TH AVE,Mount Pleasant,493308.38,5456943.1
Break and Enter Residential/Other,2003,12,10,19,00,5XX E 6TH AVE,Mount Pleasant,493308.38,5456943.1
Theft from Vehicle,2003,08,06,17,30,12XX BIDWELL ST,West End,489727.72,5459217.15
Theft of Vehicle,2003,04,11,14,00,12XX PACIFIC BLVD,Central Business District,491034.23,5457861.73
Theft from Vehicle,2003,11,03,17,30,12XX BIDWELL ST,West End,489727.72,5459217.15
Theft of Vehicle,2003,12,02,19,30,12XX NICOLA ST,West End,490000.96,5459079.77
Other Theft,2003,06,01,14,06,11XX W BROADWAY AVE,Fairview,490561.28,5456747.16
Theft from Vehicle,2003,11,10,14,46,12XX BIDWELL ST,West End,489727.72,5459217.15
Break and Enter Commercial,2003,09,18,16,00,10XX W 14TH AVE,Fairview,490649.55,5456232.62
Break and Enter Commercial,2003,01,31,18,30,3XX WATER ST,Central Business District,492051.5,5459082.51
Break and Enter Commercial,2003,05,27,04,17,3XX WATER ST,Central Business District,492051.5,5459082.51
Theft from Vehicle,2003,09,17,20,00,2XX UNION ST,Strathcona,492756.64,5458325.29
Other Theft,2003,01,08,15,55,11XX ROBSON ST,West End,490825.13,5459190.32
Mischief,2003,03,04,22,00,12XX W 15TH AVE,Fairview,490314.99,5456139.61
Theft of Vehicle,2003,03,19,16,00,12XX NICOLA ST,West End,489966.73,5459045.45
Theft from Vehicle,2003,08,12,19,00,22XX E 40TH AVE,Kensington-Cedar Cottage,495489.83,5453456.07
Mischief,2003,02,25,20,00,17XX FRANCES ST,Grandview-Woodland,494991.39,5458518.25
Mischief,2003,04,12,23,00,17XX FRANCES ST,Grandview-Woodland,494991.39,5458518.25
Theft from Vehicle,2003,08,22,17,00,16XX E 14TH AVE,Kensington-Cedar Cottage,494777.37,5456109.69
Break and Enter Residential/Other,2003,05,23,21,45,5XX E 7TH AVE,Mount Pleasant,493290.97,5456852.53
Break and Enter Residential/Other,2003,01,03,08,00,5XX E 7TH AVE,Mount Pleasant,493309.19,5456843.06
Theft of Vehicle,2003,01,29,15,00,12XX NICOLA ST,West End,489874.97,5458967.11
Theft from Vehicle,2003,11,18,22,00,4XX W KING EDWARD AVE,Riley Park,491640.81,5455128.58
Offence Against a Person,2003,03,20,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2003,04,21,08,00,2XX E 5TH AVE,Mount Pleasant,492729.59,5457070.0
Theft of Vehicle,2003,07,29,19,00,12XX NELSON ST,West End,490522.47,5459025.64
Break and Enter Commercial,2003,07,22,20,15,10XX W 67TH AVE,Marpole,490491.08,5450896.91
Mischief,2003,05,10,10,00,6X W CORDOVA ST,Central Business District,492301.02,5458898.01
Mischief,2003,01,03,00,01,67XX DOMAN ST,Killarney,497321.21,5452184.93
Mischief,2003,10,18,19,00,10XX HOMER ST,Central Business District,491207.45,5458229.82
Theft from Vehicle,2003,07,27,21,00,2XX UNION ST,Strathcona,492756.64,5458325.29
Theft from Vehicle,2003,08,12,17,30,ALEXANDER ST / GORE AVE,Strathcona,492884.81,5459039.59
Theft of Vehicle,2003,01,28,13,00,12XX NELSON ST,West End,490522.47,5459025.64
Mischief,2003,12,31,18,00,12XX W 58TH AVE,Marpole,490283.34,5451733.11
Mischief,2003,10,26,08,00,10XX HOMER ST,Central Business District,491207.45,5458229.82
Theft from Vehicle,2003,04,12,17,00,2XX UNION ST,Strathcona,492756.64,5458325.29
Theft of Vehicle,2003,03,31,02,00,12XX NELSON ST,West End,490504.52,5459056.77
Theft from Vehicle,2003,11,17,00,00,12XX BIDWELL ST,West End,489727.72,5459217.15
Mischief,2003,02,03,06,50,5XX COLUMBIA ST,Central Business District,492562.34,5458570.57
Theft from Vehicle,2003,02,03,19,30,15XX COTTON DR,Grandview-Woodland,494799.73,5457608.61
Break and Enter Residential/Other,2003,09,21,00,05,5XX E 8TH AVE,Mount Pleasant,493270.67,5456742.57
Break and Enter Residential/Other,2003,12,12,10,30,5XX E 8TH AVE,Mount Pleasant,493270.67,5456742.57
Other Theft,2003,07,17,01,15,12XX DAVIE ST,West End,490200.93,5458897.57
Theft of Vehicle,2003,06,10,14,10,12XX NAPIER ST,Strathcona,494314.15,5458020.42
Theft of Vehicle,2003,03,31,15,00,12XX NAPIER ST,Strathcona,494314.15,5458020.42
Theft of Vehicle,2003,10,21,20,00,12XX MELVILLE ST,Central Business District,490959.67,5459465.95
Theft from Vehicle,2003,03,13,22,30,10XX HAMILTON ST,Central Business District,491229.78,5458167.04
Break and Enter Commercial,2003,10,15,22,30,10XX W 7TH AVE,Fairview,490767.52,5456936.54
Theft of Vehicle,2003,06,30,17,30,12XX MELVILLE ST,Central Business District,490959.67,5459465.95
Theft of Vehicle,2003,04,11,18,00,12XX MELVILLE ST,Central Business District,490959.67,5459465.95
Theft of Vehicle,2003,01,28,18,30,12XX MELVILLE ST,Central Business District,490959.67,5459465.95
Offence Against a Person,2003,03,30,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft of Vehicle,2003,01,25,17,15,12XX MELVILLE ST,Central Business District,490918.96,5459505.48
Theft of Vehicle,2003,01,20,00,00,12XX MELVILLE ST,Central Business District,490918.96,5459505.48
Theft from Vehicle,2003,07,02,00,00,ALEXANDER ST / DUNLEVY AVE,Strathcona,493069.69,5459033.75
Theft from Vehicle,2003,06,03,07,00,ALEXANDER ST / DUNLEVY AVE,Strathcona,493069.69,5459033.75
Offence Against a Person,2003,01,24,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2003,06,14,00,00,16XX BALSAM ST,Kitsilano,488385.26,5457676.49
